date,consumption
3/11/2024,12814.4
3/12/2024,12650.21
3/13/2024,12111.38
3/14/2024,12790.69
3/15/2024,10863.82
3/16/2024,4167.17
3/17/2024,4093.29
3/18/2024,7385.17
3/19/2024,5420.54
3/20/2024,11824.97
3/21/2024,11779.96
3/22/2024,8606.12
3/23/2024,3744.88
3/24/2024,3744.41
3/25/2024,9856.06
3/26/2024,9812.09
3/27/2024,7814.32
3/28/2024,8232.59
3/29/2024,6379.85
3/30/2024,3769.53
3/31/2024,3766.56
4/1/2024,7106.36
4/2/2024,7233.68
4/3/2024,7341.82
4/4/2024,7100.02
4/5/2024,6380.41
4/6/2024,3848.31
4/7/2024,3756.53
4/8/2024,10907.09
4/9/2024,10886.07
4/10/2024,11026.02
4/11/2024,8105.63
4/12/2024,5347.95
4/13/2024,4090.69
4/14/2024,4011.47
4/15/2024,10942.53
4/16/2024,12992.84
4/17/2024,11890.22
4/18/2024,7795.28
4/19/2024,5676.12
4/20/2024,3622.86
4/21/2024,3777.07
4/22/2024,6607.21
4/23/2024,5347.66
4/24/2024,6682.23
4/25/2024,7193.45
4/26/2024,5610.77
4/27/2024,3808.06
4/28/2024,3767.67
4/29/2024,6496.11
4/30/2024,7504.53
5/1/2024,4721.11
5/2/2024,5972.37
5/3/2024,6546.26
5/4/2024,1189.67
5/5/2024,405.5
5/6/2024,14207.09
5/7/2024,10260.78
5/8/2024,10394.21
5/9/2024,6617.24
5/10/2024,4650.6
5/11/2024,3577.9
5/12/2024,3587.09
5/13/2024,10670.19
5/14/2024,10787.83
5/15/2024,10484.55
5/16/2024,7818.41
5/17/2024,6283.72
5/18/2024,3871.08
5/19/2024,3741.85
5/20/2024,10403.74
5/21/2024,10015.7
5/22/2024,10400.05
5/23/2024,7765.39
5/24/2024,5738.38
5/25/2024,3821.81
5/26/2024,3740.65
5/27/2024,8936
5/28/2024,9020.45
5/29/2024,8878.55
5/30/2024,4668.04
5/31/2024,4278.38
6/1/2024,3564.49
6/2/2024,3579.67
6/3/2024,5529.25
6/4/2024,6106.2
6/5/2024,6612.47
6/6/2024,5824.76
6/7/2024,5743.87
6/8/2024,3751.86
6/9/2024,3683.31
6/10/2024,7304.59
6/11/2024,7683.93
6/12/2024,8697.96
6/13/2024,8153.5
6/14/2024,5046.12
6/15/2024,3672.49
6/16/2024,3594.79
6/17/2024,7717.28
6/18/2024,9115.56
6/19/2024,8718.55
6/20/2024,8484.08
6/21/2024,6515.41
6/22/2024,6016.63
6/23/2024,3630.58
6/24/2024,7588.8
6/25/2024,7229.82
6/26/2024,7343.1
6/27/2024,7400.14
6/28/2024,5859.1
6/29/2024,3701.52
6/30/2024,3621.91
7/1/2024,7345.78
7/2/2024,7509.95
7/3/2024,7869.14
7/4/2024,8002.64
7/5/2024,6421.59
7/6/2024,3812.65
7/7/2024,3908.56
7/8/2024,7576.25
7/9/2024,7356.12
7/10/2024,7510.14
7/11/2024,7290.85
7/12/2024,6098.49
7/13/2024,3692.45
7/14/2024,3689.85
7/15/2024,6127.4
7/16/2024,6131.5
7/17/2024,6206.92
7/18/2024,5515.09
7/19/2024,5118.17
7/20/2024,3529.6
7/21/2024,3571.2
7/22/2024,4981.89
7/23/2024,5065.83
7/24/2024,4950.68
7/25/2024,5453.43
7/26/2024,4792.18
7/27/2024,3452.55
7/28/2024,3545.62
7/29/2024,5596.43
7/30/2024,5581.65
7/31/2024,5553.49
8/1/2024,5507.16
8/2/2024,4979.26
8/3/2024,3611.96
8/4/2024,3655.47
8/5/2024,8382
8/6/2024,7861.42
8/7/2024,7710.74
8/8/2024,7770.51
8/9/2024,7320.88
8/10/2024,3718.02
8/11/2024,3669.42
8/12/2024,7368.9
8/13/2024,7477.2
8/14/2024,6784.85
8/15/2024,7573.23
8/16/2024,6156.06
8/17/2024,3702.76
8/18/2024,3653.87
8/19/2024,7545.91
8/20/2024,8097.98
8/21/2024,8284.51
8/22/2024,7871.25
8/23/2024,6340.54
8/24/2024,3673.96
8/25/2024,3613.58
8/26/2024,7268.61
8/27/2024,7587.74
8/28/2024,7071.44
8/29/2024,7376.25
8/30/2024,5882.54
8/31/2024,3742.95
9/1/2024,3730.35
9/2/2024,7723.9
9/3/2024,8461.1
9/4/2024,8458.09
9/5/2024,8658.46
9/6/2024,6468.84
9/7/2024,3740.61
9/8/2024,3847.1
9/9/2024,9878.6
9/10/2024,10583.66
9/11/2024,10554.18
9/12/2024,10448.25
9/13/2024,7952.16
9/14/2024,3931.65
9/15/2024,3891.18
9/16/2024,9036.57
9/17/2024,9378.04
9/18/2024,9652.81
9/19/2024,8894.04
9/20/2024,10542.97
9/21/2024,4560.63
9/22/2024,3769.98
9/23/2024,8308.72
9/24/2024,10125.17
9/25/2024,7669.56
9/26/2024,7739.29
9/27/2024,6644.52
9/28/2024,3820.15
9/29/2024,3955.68
9/30/2024,7159.16
10/1/2024,8421.07
10/2/2024,8369.04
10/3/2024,10969.46
10/4/2024,7448.22
10/5/2024,4913.56
10/6/2024,4980.48
10/7/2024,9262.13
10/8/2024,8555.37
10/9/2024,9863.78
10/10/2024,8177.82
10/11/2024,7286.44
10/12/2024,3896.03
10/13/2024,3896.26
10/14/2024,8594.84
10/15/2024,8707.7
10/16/2024,10493.6
10/17/2024,10312.36
10/18/2024,10091.57
10/19/2024,4656.46
10/20/2024,3900.79
10/21/2024,8173.7
10/22/2024,7604.15
10/23/2024,9466.12
10/24/2024,6271.12
10/25/2024,6621.57
10/26/2024,4121.74
10/27/2024,3915.9
10/28/2024,5427.53
10/29/2024,5890.75
10/30/2024,6371.92
10/31/2024,6544.12
11/1/2024,6365.89
11/2/2024,4052.2
11/3/2024,3860.03
11/4/2024,4511.8
11/5/2024,8693.92
11/6/2024,9751.57
11/7/2024,9971.18
11/8/2024,9305.01
11/9/2024,3974.96
11/10/2024,3971.82
11/11/2024,9830.87
11/12/2024,10889.54
11/13/2024,9012.19
11/14/2024,8774.3
11/15/2024,4241.52
11/16/2024,3822.27
11/17/2024,3838.87
11/18/2024,11484.65
11/19/2024,12536.86
11/20/2024,4496.39
11/21/2024,6737.96
11/22/2024,8749.43
11/23/2024,11233.1
11/24/2024,4533.4
11/25/2024,11086.59
11/26/2024,12636.8
11/27/2024,12777.19
11/28/2024,14016.65
11/29/2024,10844.88
11/30/2024,2344.91
12/1/2024,4885.04
12/2/2024,12837.01
12/3/2024,12237.28
12/4/2024,11624.71
12/5/2024,10171.97
12/6/2024,12491.88
12/7/2024,4139.98
12/8/2024,4194.83
12/9/2024,14264.58
12/10/2024,12267.11
12/11/2024,11637.53
12/12/2024,10267.75
12/13/2024,8061.78
12/14/2024,10012.05
12/15/2024,4031.18
12/16/2024,12594.97
12/17/2024,14380.12
12/18/2024,13640.23
12/19/2024,13297.86
12/20/2024,7316.36
12/21/2024,4412.78
12/22/2024,3844.64
12/23/2024,9020.3
12/24/2024,5270.68
12/25/2024,4800.54
12/26/2024,4174.35
12/27/2024,4598.29
12/28/2024,3934.18
12/29/2024,3962.04
12/30/2024,4525.1
12/31/2024,4385.15
1/1/2025,4428.98
1/2/2025,4547.88
1/3/2025,4557.19
1/4/2025,3984.47
1/5/2025,3951.1
1/6/2025,5983.8
1/7/2025,6795.15
1/8/2025,6564.49
1/9/2025,6447.56
1/10/2025,6403.06
1/11/2025,4110.24
1/12/2025,4054.1
1/13/2025,6143.59
1/14/2025,6185.13
1/15/2025,6017.61
1/16/2025,6075.52
1/17/2025,6274.9
1/18/2025,4038.77
1/19/2025,3774.79
1/20/2025,6011.22
1/21/2025,6057.72
1/22/2025,6027.27
1/23/2025,5688.23
1/24/2025,5546.41
1/25/2025,3803.76
1/26/2025,3838.23
1/27/2025,5581.39
1/28/2025,5895.82
1/29/2025,5656.06
1/30/2025,5905.02
1/31/2025,5440.95
2/1/2025,3583.29
2/2/2025,3695.5
2/3/2025,5727.4
2/4/2025,5754.27
2/5/2025,5852.34
2/6/2025,5991.88
2/7/2025,5729.71
2/8/2025,3844.75
2/9/2025,3953.06
2/10/2025,11545.24
2/11/2025,11117.94
2/12/2025,6398.92
2/13/2025,6095.68
2/14/2025,5911.03
2/15/2025,3880.88
2/16/2025,3949.12
2/17/2025,7369.8
2/18/2025,9140.48
2/19/2025,10076.66
2/20/2025,10102.64
2/21/2025,7066.63
2/22/2025,3909.88
2/23/2025,3905.05
2/24/2025,6285.43
2/25/2025,12630.54
2/26/2025,12075.69
2/27/2025,6491.72
2/28/2025,6291.26
3/1/2025,3968.55
3/2/2025,3951.64
3/3/2025,4487.09
3/4/2025,4396.43
3/5/2025,4451.04
3/6/2025,4448.41
3/7/2025,4385.36
3/8/2025,3839.94
3/9/2025,3939.33
3/10/2025,10972.38
3/11/2025,12124.74
3/12/2025,11331.17
3/13/2025,10586.28
3/14/2025,9864.42
3/15/2025,3890.89
3/16/2025,3870.53
3/17/2025,10416.28
3/18/2025,10272.51
3/19/2025,10267.79
3/20/2025,10175.24
3/21/2025,9884.09
3/22/2025,3856.02
3/23/2025,3867.67
3/24/2025,9845.15
3/25/2025,8880.26
3/26/2025,9022.01
3/27/2025,6543.28
3/28/2025,6830.67
3/29/2025,3964.55
3/30/2025,4013.18
3/31/2025,7308.99
4/1/2025,12525.62
4/2/2025,12618.05
4/3/2025,12763.88
4/4/2025,12007.65
4/5/2025,4128.11
4/6/2025,3766.73
4/7/2025,11921.35
4/8/2025,11880.86
4/9/2025,10492.56
4/10/2025,10687.16
4/11/2025,5898.6
4/12/2025,3867.6
4/13/2025,3898.16
4/14/2025,13336.82
4/15/2025,12429.89
4/16/2025,9250.03
4/17/2025,7685.09
4/18/2025,4693.14
4/19/2025,3749.12
4/20/2025,3751.58
4/21/2025,3966.13
4/22/2025,3884.86
4/23/2025,4533.12
4/24/2025,6542.46
4/25/2025,6358.9
4/26/2025,3581.03
4/27/2025,3695.51
4/28/2025,7535.94
4/29/2025,6218.58
4/30/2025,5840.55
5/1/2025,4274.38
5/2/2025,3976.18
5/3/2025,3416.82
5/4/2025,3403.34
5/5/2025,5348.9
5/6/2025,5012.38
5/7/2025,4893.69
5/8/2025,4909.35
5/9/2025,4618.03
5/10/2025,3508.25
5/11/2025,3459.65
5/12/2025,4554.09
5/13/2025,4753.85
5/14/2025,4559.15
5/15/2025,4830.4
5/16/2025,4301.18
5/17/2025,3539.7
5/18/2025,3584.51
5/19/2025,4814.49
5/20/2025,4857.57
5/21/2025,4852.54
5/22/2025,4879.48
5/23/2025,4052.8
5/24/2025,3403.26
5/25/2025,3503.02
5/26/2025,4827.48
5/27/2025,5042.25
5/28/2025,5350.27
5/29/2025,5362.53
5/30/2025,4822.4
5/31/2025,3397.67
6/1/2025,3461.5
6/2/2025,5140.67
6/3/2025,5259.36
6/4/2025,5282.5
6/5/2025,5228.29
6/6/2025,5149.51
6/7/2025,5315.98
6/8/2025,4893.42
6/9/2025,4860.66
6/10/2025,3386.69
6/11/2025,3450.68
